"PHONE","ZIP","MOUMO","MOUPMO","MOU3MO","MOUCH1M","MOUCH3M","CUM3MCH","CUSTMOS","LONGD","CALLW","LINES","VOICEM","CELL","CONVB","SEX","INCOME","SPORTS","NATURE","ARTS","HRS_TV","TRAVEL","EDUC","TARGET","TOTMOU","TOTCHNG","CUST_ID"
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1373
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1374
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1375
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1376
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1377
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1378
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1379
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1380
"214-455-2456","36785",33,90,60,-57,30,-27,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,183,-27,1381
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1382
"415-987-1122","15563",10000,8000,944,2000,7056,9056,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",1,18944,9056,1383
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1384
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,1385
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1386
"214-455-2446","36785",6000,7899,630,-1899,7269,5370,36,0,0,2,1,0,"Yes","M",145000,"E",1,"N",40,"Domestic","High School",1,14529,5370,1387
"276-987-7878","45987",7800,5000,24,2800,4976,7776,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,12824,7776,1388
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1389
"617-555-1135","10040",9999,12456,1145,-2457,11311,8854,3,1,1,2,1,1,"No","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,23600,8854,1390
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1391
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1392
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1393
"276-987-5678","45987",6000,4563,398,1437,4165,5602,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,10961,5602,1394
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1395
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1396
"603-595-1865","21750",12000,8000,598,4000,7402,11402,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,20598,11402,1397
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1398
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1399
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1400
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1401
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1402
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1403
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1404
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1405
"415-987-1122","15563",1004,800,944,204,-144,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,2748,60,1406
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1407
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,1408
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1921
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1922
"276-987-5678","45987",60,456,398,-396,58,-338,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,914,-338,1923
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1924
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1925
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1926
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1927
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1928
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1929
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1930
"617-555-1005","10040",145,2,0,143,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1931
"603-595-8711","21750",5,150,75,-145,75,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,230,-70,1932
"214-455-2456","36785",100,9,60,91,-51,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,169,40,1933
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1934
"415-987-1122","15563",1004,4,944,1000,-940,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,1952,60,1935
"617-555-1335","10040",565,200,650,365,-450,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1415,-85,1936
"603-595-8765","21750",333,130,144,203,-14,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,607,189,1937
"415-987-8787","55166",550,55,500,495,-445,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1105,50,1938
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,1172,-232,1939
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1940
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1941
"617-555-1135","10040",999,900,1145,99,-245,-146,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,3044,-146,1942
"603-595-1115","21750",5,55,1,-50,54,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,61,4,1943
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","Masters",0,1031,-111,1944
"214-455-3346","36785",55,444,678,-389,-234,-623,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1177,-623,1945
"276-987-5678","45987",600,366,398,234,-32,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1364,202,1946
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1947
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1948
"603-595-1865","21750",7543,16754,598,-9211,16156,6945,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,24895,6945,1949
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1950
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1951
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1952
"415-987-0097","15563",53,9,29,44,-20,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,91,24,1953
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1954
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1955
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1956
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1957
"415-987-1122","15563",1004,800,944,204,-144,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,2748,60,1958
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1959
"603-595-8765","21750",4567,3534,144,1033,3390,4423,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,8245,4423,1960
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1961
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,1172,-232,1962
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1963
"415-987-1192","15563",5435,15,99,5420,-84,5336,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,5549,5336,1964
"617-555-1135","10040",9,1200,1145,-1191,55,-1136,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","Masters",1,2354,-1136,1965
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1966
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1967
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1968
"276-987-5678","45987",600,456,398,144,58,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1454,202,1969
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1970
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1971
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1972
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1973
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1974
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1975
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1976
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1977
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1978
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1979
"276-987-3478","45987",88,20,50,68,-30,38,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,158,38,1980
"415-987-1122","15563",500,800,944,-300,-144,-444,26,1,1,3,1,1,"Yes","M",25000,"C",0,"N",5,"None","PhD",1,2244,-444,1981
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1982
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,1983
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1984
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","Masters",0,1172,-232,1985
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1986
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1987
"617-555-1135","10040",999,1200,1145,-201,55,-146,3,1,1,2,1,1,"No","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,3344,-146,1988
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1989
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1990
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1991
"276-987-5678","45987",60,456,398,-396,58,-338,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,914,-338,1992
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1993
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1994
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1995
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1996
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1997
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1998
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1999
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,2000
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,2001
"214-455-2456","36785",33,90,60,-57,30,-27,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,183,-27,2002
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,2003
"415-987-1122","15563",10000,8000,944,2000,7056,9056,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",1,18944,9056,2004
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,2005
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,2006
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,2007
"214-455-2446","36785",6000,7899,630,-1899,7269,5370,36,0,0,2,1,0,"Yes","M",145000,"E",1,"N",40,"Domestic","High School",1,14529,5370,2008
"276-987-7878","45987",7800,5000,24,2800,4976,7776,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,12824,7776,2009
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,2010
"617-555-1135","10040",9999,12456,1145,-2457,11311,8854,3,1,1,2,1,1,"No","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,23600,8854,2011
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,2012
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,2013
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,2014
"276-987-5678","45987",6000,4563,398,1437,4165,5602,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,10961,5602,2015
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,2016
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,2017
"603-595-1865","21750",12000,8000,598,4000,7402,11402,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,20598,11402,2018
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,2019
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,2020
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,2021
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,2022
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,2023
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,2024
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,2025
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,2026
"415-987-1122","15563",1004,800,944,204,-144,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,2748,60,2027
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,2028
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,2029
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,2030
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","Masters",0,1172,-232,2031
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,2032
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,2033
"617-555-1135","10040",999,1200,1145,-201,55,-146,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","PhD",1,3344,-146,2034
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"Yes","M",80000,"C",0,"Y",50,"International","High School",1,8,4,2035
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,2036
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,2037
"276-987-5678","45987",600,456,398,144,58,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1454,202,2038
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,2039
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,2040
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,2041
"415-987-8987","55166",1100,1000,56,100,944,1044,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,2156,1044,2042
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,2043
"276-987-3078","45987",14000,15000,66,-1000,14934,13934,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,29066,13934,2044
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,2045
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,2046
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,2047
"214-455-2456","36785",100,9000,60,-8900,8940,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,9160,40,2048
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,2049
"415-987-1122","15563",1004,800,944,204,-144,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,2748,60,2050
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,2051
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,2052
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,2053
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,1172,-232,2054
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,2055
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,2056
"617-555-1135","10040",999,1200,1145,-201,55,-146,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","Masters",1,3344,-146,2057
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,2058
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,2059
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,2060
"276-987-5678","45987",600,456,398,144,58,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1454,202,2061
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,2062
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,2063
